0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 0	 10485760 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
0:	 10485760	 0 
100:	 0	 10485760 
100:	 0	 10485760 
